time	V(N001)	V(N002)	V(N003)	I(V1)	
0.000538	4.081696254	2.226379775	0.7421265916	-0.1855316479	
0.000539	4.152979496	2.265261543	0.7550871811	-0.1887717953	
0.00054	4.221639628	2.302712524	0.7675708414	-0.1918927103	
0.000541	4.287633281	2.338709062	0.7795696874	-0.1948924219	
0.000542	4.350918773	2.373228422	0.7910761406	-0.1977690352	
0.000543	4.411456132	2.406248799	0.8020829331	-0.2005207333	
0.000544	4.469207121	2.437749339	0.8125831129	-0.2031457782	
0.000545	4.524135262	2.467710143	0.8225700477	-0.2056425119	
0.000546	4.576205863	2.496112289	0.8320374297	-0.2080093574	
0.000547	4.625386034	2.522937837	0.8409792789	-0.2102448197	
0.000548	4.671644712	2.548169843	0.8493899477	-0.2123474869	
0.000549	4.714952679	2.571792371	0.8572641235	-0.2143160309	
0.00055	4.755282581	2.593790499	0.864596833	-0.2161492082	
0.000551	4.792608945	2.614150334	0.8713834446	-0.2178458611	
0.000552	4.826908194	2.632859015	0.8776196717	-0.2194049179	
0.000553	4.858158665	2.649904726	0.8833015754	-0.2208253938	
0.000554	4.886340618	2.665276701	0.8884255669	-0.2221063917	
0.000555	4.911436254	2.678965229	0.8929884098	-0.2232471024	
0.000556	4.933429721	2.690961666	0.896987222	-0.2242468055	
0.000557	4.952307128	2.701258434	0.9004194779	-0.2251048695	
0.000558	4.968056553	2.709849029	0.9032830096	-0.2258207524	
0.000559	4.980668046	2.716728025	0.9055760083	-0.2263940021	
0.00056	4.990133642	2.721891078	0.9072970258	-0.2268242565	
0.000561	4.996447363	2.725334925	0.9084449751	-0.2271112438	
0.000562	4.999605221	2.727057393	0.9090191311	-0.2272547828	
0.000563	4.999605221	2.727057393	0.9090191311	-0.2272547828	
0.000564	4.996447363	2.725334925	0.9084449751	-0.2271112438	
0.000565	4.990133642	2.721891078	0.9072970258	-0.2268242565	
0.000566	4.980668046	2.716728025	0.9055760083	-0.2263940021	
0.000567	4.968056553	2.709849029	0.9032830096	-0.2258207524	
0.000568	4.952307128	2.701258434	0.9004194779	-0.2251048695	
0.000569	4.933429721	2.690961666	0.896987222	-0.2242468055	
0.00057	4.911436254	2.678965229	0.8929884098	-0.2232471024	
0.000571	4.886340618	2.665276701	0.8884255669	-0.2221063917	
0.000572	4.858158665	2.649904726	0.8833015754	-0.2208253938	
0.000573	4.826908194	2.632859015	0.8776196717	-0.2194049179	
0.000574	4.792608945	2.614150334	0.8713834446	-0.2178458611	
0.000575	4.755282581	2.593790499	0.864596833	-0.2161492082	
0.000576	4.714952679	2.571792371	0.8572641235	-0.2143160309	
0.000577	4.671644712	2.548169843	0.8493899477	-0.2123474869	
0.000578	4.625386034	2.522937837	0.8409792789	-0.2102448197	
0.000579	4.576205863	2.496112289	0.8320374297	-0.2080093574	
0.00058	4.524135262	2.467710143	0.8225700477	-0.2056425119	
0.000581	4.469207121	2.437749339	0.8125831129	-0.2031457782	
0.000582	4.411456132	2.406248799	0.8020829331	-0.2005207333	
0.000583	4.350918773	2.373228422	0.7910761406	-0.1977690352	
0.000584	4.287633281	2.338709062	0.7795696874	-0.1948924219	
0.000585	4.221639628	2.302712524	0.7675708414	-0.1918927103	
0.000586	4.152979496	2.265261543	0.7550871811	-0.1887717953	
0.000587	4.081696254	2.226379775	0.7421265916	-0.1855316479	
0.000588	4.007834924	2.186091777	0.728697259	-0.1821743147	
0.000589	3.931442161	2.144422997	0.7148076656	-0.1787019164	
0.00059	3.852566214	2.101399753	0.7004665843	-0.1751166461	
0.000591	3.771256904	2.05704922	0.6856830734	-0.1714207683	
0.000592	3.687565587	2.011399411	0.6704664703	-0.1676166176	
0.000593	3.601545124	1.964479159	0.6548263863	-0.1637065966	
0.000594	3.513249849	1.916318099	0.6387726998	-0.159693175	
0.000595	3.42273553	1.866946653	0.6223155508	-0.1555788877	
0.000596	3.330059337	1.816396002	0.605465334	-0.1513663335	
0.000597	3.235279808	1.764698077	0.5882326923	-0.1470581731	
0.000598	3.138456806	1.711885531	0.5706285103	-0.1426571276	
0.000599	3.039651488	1.657991721	0.552663907	-0.1381659767	
0.0006	2.938926261	1.603050688	0.5343502294	-0.1335875573	
0.000601	2.836344746	1.547097134	0.5156990447	-0.1289247612	
0.000602	2.731971734	1.4901664	0.4967221334	-0.1241805333	
0.000603	2.62587315	1.432294445	0.4774314818	-0.1193578704	
0.000604	2.518116008	1.373517823	0.4578392742	-0.1144598186	
0.000605	2.408768371	1.313873657	0.4379578855	-0.1094894714	
0.000606	2.297899303	1.25339962	0.4177998733	-0.1044499683	
0.000607	2.185578833	1.192133909	0.3973779697	-0.09934449242	
0.000608	2.071877905	1.130115221	0.3767050736	-0.09417626841	
0.000609	1.956868334	1.067382728	0.3557942426	-0.08894856064	
0.00061	1.840622763	1.003976053	0.3346586843	-0.08366467106	
0.000611	1.723214616	0.939935245	0.3133117483	-0.07832793709	
0.000612	1.604718049	0.875300754	0.291766918	-0.0729417295	
0.000613	1.485207908	0.8101134043	0.2700378014	-0.06750945036	
0.000614	1.364759678	0.7444143696	0.2481381232	-0.0620345308	
0.000615	1.243449436	0.6782451468	0.2260817156	-0.0565204289	
0.000616	1.121353805	0.6116475299	0.20388251	-0.05097062749	
0.000617	0.9985499026	0.5446635832	0.1815545277	-0.04538863194	
0.000618	0.8751152949	0.4773356154	0.1591118718	-0.03977796795	
0.000619	0.7511279456	0.4097061521	0.1365687174	-0.03414217935	
0.00062	0.6266661678	0.3418179097	0.1139393032	-0.02848482581	
0.000621	0.5018085743	0.2737137678	0.09123792259	-0.02280948065	
0.000622	0.3766340276	0.2054367423	0.06847891412	-0.01711972853	
0.000623	0.2512215909	0.1370299587	0.04567665289	-0.01141916322	
0.000624	0.1256504772	0.06853662394	0.02284554131	-0.005711385328	
0.000625	-1.080516055e-12	-5.893723937e-13	-1.964574646e-13	4.911436614e-14	
0.000626	-0.1256504772	-0.06853662394	-0.02284554131	0.005711385328	
0.000627	-0.2512215909	-0.1370299587	-0.04567665289	0.01141916322	
0.000628	-0.3766340276	-0.2054367423	-0.06847891412	0.01711972853	
0.000629	-0.5018085743	-0.2737137678	-0.09123792259	0.02280948065	
0.00063	-0.6266661678	-0.3418179097	-0.1139393032	0.02848482581	
0.000631	-0.7511279456	-0.4097061521	-0.1365687174	0.03414217935	
0.000632	-0.8751152949	-0.4773356154	-0.1591118718	0.03977796795	
0.000633	-0.9985499026	-0.5446635832	-0.1815545277	0.04538863194	
0.000634	-1.121353805	-0.6116475299	-0.20388251	0.05097062749	
0.000635	-1.243449436	-0.6782451468	-0.2260817156	0.0565204289	
0.000636	-1.364759678	-0.7444143696	-0.2481381232	0.0620345308	
0.000637	-1.485207908	-0.8101134043	-0.2700378014	0.06750945036	
0.000638	-1.604718049	-0.875300754	-0.291766918	0.0729417295	
0.000639	-1.723214616	-0.939935245	-0.3133117483	0.07832793709	
0.00064	-1.840622763	-1.003976053	-0.3346586843	0.08366467106	
0.000641	-1.956868334	-1.067382728	-0.3557942426	0.08894856064	
0.000642	-2.071877905	-1.130115221	-0.3767050736	0.09417626841	
0.000643	-2.185578833	-1.192133909	-0.3973779697	0.09934449242	
0.000644	-2.297899303	-1.25339962	-0.4177998733	0.1044499683	
0.000645	-2.408768371	-1.313873657	-0.4379578855	0.1094894714	
0.000646	-2.518116008	-1.373517823	-0.4578392742	0.1144598186	
0.000647	-2.62587315	-1.432294445	-0.4774314818	0.1193578704	
0.000648	-2.731971734	-1.4901664	-0.4967221334	0.1241805333	
0.000649	-2.836344746	-1.547097134	-0.5156990447	0.1289247612	
0.00065	-2.938926261	-1.603050688	-0.5343502294	0.1335875573	
0.000651	-3.039651488	-1.657991721	-0.552663907	0.1381659767	
0.000652	-3.138456806	-1.711885531	-0.5706285103	0.1426571276	
0.000653	-3.235279808	-1.764698077	-0.5882326923	0.1470581731	
0.000654	-3.330059337	-1.816396002	-0.605465334	0.1513663335	
0.000655	-3.42273553	-1.866946653	-0.6223155508	0.1555788877	
0.000656	-3.513249849	-1.916318099	-0.6387726998	0.159693175	
0.000657	-3.601545124	-1.964479159	-0.6548263863	0.1637065966	
0.000658	-3.687565587	-2.011399411	-0.6704664703	0.1676166176	
0.000659	-3.771256904	-2.05704922	-0.6856830734	0.1714207683	
0.00066	-3.852566214	-2.101399753	-0.7004665843	0.1751166461	
0.000661	-3.931442161	-2.144422997	-0.7148076656	0.1787019164	
0.000662	-4.007834924	-2.186091777	-0.728697259	0.1821743147	
0.000663	-4.081696254	-2.226379775	-0.7421265916	0.1855316479	
0.000664	-4.152979496	-2.265261543	-0.7550871811	0.1887717953	
0.000665	-4.221639628	-2.302712524	-0.7675708414	0.1918927103	
0.000666	-4.287633281	-2.338709062	-0.7795696874	0.1948924219	
0.000667	-4.350918773	-2.373228422	-0.7910761406	0.1977690352	
0.000668	-4.411456132	-2.406248799	-0.8020829331	0.2005207333	
0.000669	-4.469207121	-2.437749339	-0.8125831129	0.2031457782	
0.00067	-4.524135262	-2.467710143	-0.8225700477	0.2056425119	
0.000671	-4.576205863	-2.496112289	-0.8320374297	0.2080093574	
0.000672	-4.625386034	-2.522937837	-0.8409792789	0.2102448197	
0.000673	-4.671644712	-2.548169843	-0.8493899477	0.2123474869	
0.000674	-4.714952679	-2.571792371	-0.8572641235	0.2143160309	
0.000675	-4.755282581	-2.593790499	-0.864596833	0.2161492082	
0.000676	-4.792608945	-2.614150334	-0.8713834446	0.2178458611	
0.000677	-4.826908194	-2.632859015	-0.8776196717	0.2194049179	
0.000678	-4.858158665	-2.649904726	-0.8833015754	0.2208253938	
0.000679	-4.886340618	-2.665276701	-0.8884255669	0.2221063917	
0.00068	-4.911436254	-2.678965229	-0.8929884098	0.2232471024	
0.000681	-4.933429721	-2.690961666	-0.896987222	0.2242468055	
0.000682	-4.952307128	-2.701258434	-0.9004194779	0.2251048695	
0.000683	-4.968056553	-2.709849029	-0.9032830096	0.2258207524	
0.000684	-4.980668046	-2.716728025	-0.9055760083	0.2263940021	
0.000685	-4.990133642	-2.721891078	-0.9072970258	0.2268242565	
0.000686	-4.996447363	-2.725334925	-0.9084449751	0.2271112438	
0.000687	-4.999605221	-2.727057393	-0.9090191311	0.2272547828	
0.000688	-4.999605221	-2.727057393	-0.9090191311	0.2272547828	
0.000689	-4.996447363	-2.725334925	-0.9084449751	0.2271112438	
0.00069	-4.990133642	-2.721891078	-0.9072970258	0.2268242565	
0.000691	-4.980668046	-2.716728025	-0.9055760083	0.2263940021	
0.000692	-4.968056553	-2.709849029	-0.9032830096	0.2258207524	
0.000693	-4.952307128	-2.701258434	-0.9004194779	0.2251048695	
0.000694	-4.933429721	-2.690961666	-0.896987222	0.2242468055	
0.000695	-4.911436254	-2.678965229	-0.8929884098	0.2232471024	
0.000696	-4.886340618	-2.665276701	-0.8884255669	0.2221063917	
0.000697	-4.858158665	-2.649904726	-0.8833015754	0.2208253938	
0.000698	-4.826908194	-2.632859015	-0.8776196717	0.2194049179	
0.000699	-4.792608945	-2.614150334	-0.8713834446	0.2178458611	
0.0007	-4.755282581	-2.593790499	-0.864596833	0.2161492082	
0.000701	-4.714952679	-2.571792371	-0.8572641235	0.2143160309	
0.000702	-4.671644712	-2.548169843	-0.8493899477	0.2123474869	
0.000703	-4.625386034	-2.522937837	-0.8409792789	0.2102448197	
0.000704	-4.576205863	-2.496112289	-0.8320374297	0.2080093574	
0.000705	-4.524135262	-2.467710143	-0.8225700477	0.2056425119	
0.000706	-4.469207121	-2.437749339	-0.8125831129	0.2031457782	
0.000707	-4.411456132	-2.406248799	-0.8020829331	0.2005207333	
0.000708	-4.350918773	-2.373228422	-0.7910761406	0.1977690352	
0.000709	-4.287633281	-2.338709062	-0.7795696874	0.1948924219	
0.00071	-4.221639628	-2.302712524	-0.7675708414	0.1918927103	
0.000711	-4.152979496	-2.265261543	-0.7550871811	0.1887717953	
0.000712	-4.081696254	-2.226379775	-0.7421265916	0.1855316479	
0.000713	-4.007834924	-2.186091777	-0.728697259	0.1821743147	
0.000714	-3.931442161	-2.144422997	-0.7148076656	0.1787019164	
0.000715	-3.852566214	-2.101399753	-0.7004665843	0.1751166461	
0.000716	-3.771256904	-2.05704922	-0.6856830734	0.1714207683	
0.000717	-3.687565587	-2.011399411	-0.6704664703	0.1676166176	
0.000718	-3.601545124	-1.964479159	-0.6548263863	0.1637065966	
0.000719	-3.513249849	-1.916318099	-0.6387726998	0.159693175	
0.00072	-3.42273553	-1.866946653	-0.6223155508	0.1555788877	
0.000721	-3.330059337	-1.816396002	-0.605465334	0.1513663335	
0.000722	-3.235279808	-1.764698077	-0.5882326923	0.1470581731	
0.000723	-3.138456806	-1.711885531	-0.5706285103	0.1426571276	
0.000724	-3.039651488	-1.657991721	-0.552663907	0.1381659767	
0.000725	-2.938926261	-1.603050688	-0.5343502294	0.1335875573	
0.000726	-2.836344746	-1.547097134	-0.5156990447	0.1289247612	
0.000727	-2.731971734	-1.4901664	-0.4967221334	0.1241805333	
0.000728	-2.62587315	-1.432294445	-0.4774314818	0.1193578704	
0.000729	-2.518116008	-1.373517823	-0.4578392742	0.1144598186	
0.00073	-2.408768371	-1.313873657	-0.4379578855	0.1094894714	
0.000731	-2.297899303	-1.25339962	-0.4177998733	0.1044499683	
0.000732	-2.185578833	-1.192133909	-0.3973779697	0.09934449242	
0.000733	-2.071877905	-1.130115221	-0.3767050736	0.09417626841	
0.000734	-1.956868334	-1.067382728	-0.3557942426	0.08894856064	
0.000735	-1.840622763	-1.003976053	-0.3346586843	0.08366467106	
0.000736	-1.723214616	-0.939935245	-0.3133117483	0.07832793709	
0.000737	-1.604718049	-0.875300754	-0.291766918	0.0729417295	
0.000738	-1.485207908	-0.8101134043	-0.2700378014	0.06750945036	
0.000739	-1.364759678	-0.7444143696	-0.2481381232	0.0620345308	
0.00074	-1.243449436	-0.6782451468	-0.2260817156	0.0565204289	
0.000741	-1.121353805	-0.6116475299	-0.20388251	0.05097062749	
0.000742	-0.9985499026	-0.5446635832	-0.1815545277	0.04538863194	
0.000743	-0.8751152949	-0.4773356154	-0.1591118718	0.03977796795	
0.000744	-0.7511279456	-0.4097061521	-0.1365687174	0.03414217935	
0.000745	-0.6266661678	-0.3418179097	-0.1139393032	0.02848482581	
0.000746	-0.5018085743	-0.2737137678	-0.09123792259	0.02280948065	
0.000747	-0.3766340276	-0.2054367423	-0.06847891412	0.01711972853	
0.000748	-0.2512215909	-0.1370299587	-0.04567665289	0.01141916322	
0.000749	-0.1256504772	-0.06853662394	-0.02284554131	0.005711385328	
0.00075	1.470702236e-12	8.022012198e-13	2.674004066e-13	-6.685010165e-14	
0.000751	0.1256504772	0.06853662394	0.02284554131	-0.005711385328	
0.000752	0.2512215909	0.1370299587	0.04567665289	-0.01141916322	
0.000753	0.3766340276	0.2054367423	0.06847891412	-0.01711972853	
0.000754	0.5018085743	0.2737137678	0.09123792259	-0.02280948065	
0.000755	0.6266661678	0.3418179097	0.1139393032	-0.02848482581	
0.000756	0.7511279456	0.4097061521	0.1365687174	-0.03414217935	
0.000757	0.8751152949	0.4773356154	0.1591118718	-0.03977796795	
0.000758	0.9985499026	0.5446635832	0.1815545277	-0.04538863194	
0.000759	1.121353805	0.6116475299	0.20388251	-0.05097062749	
0.00076	1.243449436	0.6782451468	0.2260817156	-0.0565204289	
0.000761	1.364759678	0.7444143696	0.2481381232	-0.0620345308	
0.000762	1.485207908	0.8101134043	0.2700378014	-0.06750945036	
0.000763	1.604718049	0.875300754	0.291766918	-0.0729417295	
0.000764	1.723214616	0.939935245	0.3133117483	-0.07832793709	
0.000765	1.840622763	1.003976053	0.3346586843	-0.08366467106	
0.000766	1.956868334	1.067382728	0.3557942426	-0.08894856064	
0.000767	2.071877905	1.130115221	0.3767050736	-0.09417626841	
0.000768	2.185578833	1.192133909	0.3973779697	-0.09934449242	
0.000769	2.297899303	1.25339962	0.4177998733	-0.1044499683	
0.00077	2.408768371	1.313873657	0.4379578855	-0.1094894714	
0.000771	2.518116008	1.373517823	0.4578392742	-0.1144598186	
0.000772	2.62587315	1.432294445	0.4774314818	-0.1193578704	
0.000773	2.731971734	1.4901664	0.4967221334	-0.1241805333	
0.000774	2.836344746	1.547097134	0.5156990447	-0.1289247612	
0.000775	2.938926261	1.603050688	0.5343502294	-0.1335875573	
0.000776	3.039651488	1.657991721	0.552663907	-0.1381659767	
0.000777	3.138456806	1.711885531	0.5706285103	-0.1426571276	
0.000778	3.235279808	1.764698077	0.5882326923	-0.1470581731	
0.000779	3.330059337	1.816396002	0.605465334	-0.1513663335	
0.00078	3.42273553	1.866946653	0.6223155508	-0.1555788877	
0.000781	3.513249849	1.916318099	0.6387726998	-0.159693175	
0.000782	3.601545124	1.964479159	0.6548263863	-0.1637065966	
0.000783	3.687565587	2.011399411	0.6704664703	-0.1676166176	
0.000784	3.771256904	2.05704922	0.6856830734	-0.1714207683	
0.000785	3.852566214	2.101399753	0.7004665843	-0.1751166461	
0.000786	3.931442161	2.144422997	0.7148076656	-0.1787019164	
0.000787	4.007834924	2.186091777	0.728697259	-0.1821743147	
0.000788	4.081696254	2.226379775	0.7421265916	-0.1855316479	
0.000789	4.152979496	2.265261543	0.7550871811	-0.1887717953	
0.00079	4.221639628	2.302712524	0.7675708414	-0.1918927103	
0.000791	4.287633281	2.338709062	0.7795696874	-0.1948924219	
0.000792	4.350918773	2.373228422	0.7910761406	-0.1977690352	
0.000793	4.411456132	2.406248799	0.8020829331	-0.2005207333	
0.000794	4.469207121	2.437749339	0.8125831129	-0.2031457782	
0.000795	4.524135262	2.467710143	0.8225700477	-0.2056425119	
0.000796	4.576205863	2.496112289	0.8320374297	-0.2080093574	
0.000797	4.625386034	2.522937837	0.8409792789	-0.2102448197	
0.000798	4.671644712	2.548169843	0.8493899477	-0.2123474869	
0.000799	4.714952679	2.571792371	0.8572641235	-0.2143160309	
0.0008	4.755282581	2.593790499	0.864596833	-0.2161492082	
0.000801	4.792608945	2.614150334	0.8713834446	-0.2178458611	
0.000802	4.826908194	2.632859015	0.8776196717	-0.2194049179	
0.000803	4.858158665	2.649904726	0.8833015754	-0.2208253938	
0.000804	4.886340618	2.665276701	0.8884255669	-0.2221063917	
0.000805	4.911436254	2.678965229	0.8929884098	-0.2232471024	
0.000806	4.933429721	2.690961666	0.896987222	-0.2242468055	
0.000807	4.952307128	2.701258434	0.9004194779	-0.2251048695	
0.000808	4.968056553	2.709849029	0.9032830096	-0.2258207524	
0.000809	4.980668046	2.716728025	0.9055760083	-0.2263940021	
0.00081	4.990133642	2.721891078	0.9072970258	-0.2268242565	
0.000811	4.996447363	2.725334925	0.9084449751	-0.2271112438	
0.000812	4.999605221	2.727057393	0.9090191311	-0.2272547828	
0.000813	4.999605221	2.727057393	0.9090191311	-0.2272547828	
0.000814	4.996447363	2.725334925	0.9084449751	-0.2271112438	
0.000815	4.990133642	2.721891078	0.9072970258	-0.2268242565	
0.000816	4.980668046	2.716728025	0.9055760083	-0.2263940021	
0.000817	4.968056553	2.709849029	0.9032830096	-0.2258207524	
0.000818	4.952307128	2.701258434	0.9004194779	-0.2251048695	
0.000819	4.933429721	2.690961666	0.896987222	-0.2242468055	
0.00082	4.911436254	2.678965229	0.8929884098	-0.2232471024	
0.000821	4.886340618	2.665276701	0.8884255669	-0.2221063917	
0.000822	4.858158665	2.649904726	0.8833015754	-0.2208253938	
0.000823	4.826908194	2.632859015	0.8776196717	-0.2194049179	
0.000824	4.792608945	2.614150334	0.8713834446	-0.2178458611	
0.000825	4.755282581	2.593790499	0.864596833	-0.2161492082	
0.000826	4.714952679	2.571792371	0.8572641235	-0.2143160309	
0.000827	4.671644712	2.548169843	0.8493899477	-0.2123474869	
0.000828	4.625386034	2.522937837	0.8409792789	-0.2102448197	
0.000829	4.576205863	2.496112289	0.8320374297	-0.2080093574	
0.00083	4.524135262	2.467710143	0.8225700477	-0.2056425119	
0.000831	4.469207121	2.437749339	0.8125831129	-0.2031457782	
0.000832	4.411456132	2.406248799	0.8020829331	-0.2005207333	
0.000833	4.350918773	2.373228422	0.7910761406	-0.1977690352	
0.000834	4.287633281	2.338709062	0.7795696874	-0.1948924219	
0.000835	4.221639628	2.302712524	0.7675708414	-0.1918927103	
0.000836	4.152979496	2.265261543	0.7550871811	-0.1887717953	
0.000837	4.081696254	2.226379775	0.7421265916	-0.1855316479	
0.000838	4.007834924	2.186091777	0.728697259	-0.1821743147	
0.000839	3.931442161	2.144422997	0.7148076656	-0.1787019164	
0.00084	3.852566214	2.101399753	0.7004665843	-0.1751166461	
0.000841	3.771256904	2.05704922	0.6856830734	-0.1714207683	
0.000842	3.687565587	2.011399411	0.6704664703	-0.1676166176	
0.000843	3.601545124	1.964479159	0.6548263863	-0.1637065966	
0.000844	3.513249849	1.916318099	0.6387726998	-0.159693175	
0.000845	3.42273553	1.866946653	0.6223155508	-0.1555788877	
0.000846	3.330059337	1.816396002	0.605465334	-0.1513663335	
0.000847	3.235279808	1.764698077	0.5882326923	-0.1470581731	
0.000848	3.138456806	1.711885531	0.5706285103	-0.1426571276	
0.000849	3.039651488	1.657991721	0.552663907	-0.1381659767	
0.00085	2.938926261	1.603050688	0.5343502294	-0.1335875573	
0.000851	2.836344746	1.547097134	0.5156990447	-0.1289247612	
0.000852	2.731971734	1.4901664	0.4967221334	-0.1241805333	
0.000853	2.62587315	1.432294445	0.4774314818	-0.1193578704	
0.000854	2.518116008	1.373517823	0.4578392742	-0.1144598186	
0.000855	2.408768371	1.313873657	0.4379578855	-0.1094894714	
0.000856	2.297899303	1.25339962	0.4177998733	-0.1044499683	
0.000857	2.185578833	1.192133909	0.3973779697	-0.09934449242	
0.000858	2.071877905	1.130115221	0.3767050736	-0.09417626841	
0.000859	1.956868334	1.067382728	0.3557942426	-0.08894856064	
0.00086	1.840622763	1.003976053	0.3346586843	-0.08366467106	
0.000861	1.723214616	0.939935245	0.3133117483	-0.07832793709	
0.000862	1.604718049	0.875300754	0.291766918	-0.0729417295	
0.000863	1.485207908	0.8101134043	0.2700378014	-0.06750945036	
0.000864	1.364759678	0.7444143696	0.2481381232	-0.0620345308	
0.000865	1.243449436	0.6782451468	0.2260817156	-0.0565204289	
0.000866	1.121353805	0.6116475299	0.20388251	-0.05097062749	
0.000867	0.9985499026	0.5446635832	0.1815545277	-0.04538863194	
0.000868	0.8751152949	0.4773356154	0.1591118718	-0.03977796795	
0.000869	0.7511279456	0.4097061521	0.1365687174	-0.03414217935	
0.00087	0.6266661678	0.3418179097	0.1139393032	-0.02848482581	
0.000871	0.5018085743	0.2737137678	0.09123792259	-0.02280948065	
0.000872	0.3766340276	0.2054367423	0.06847891412	-0.01711972853	
0.000873	0.2512215909	0.1370299587	0.04567665289	-0.01141916322	
0.000874	0.1256504772	0.06853662394	0.02284554131	-0.005711385328	
0.000875	-1.843124849e-12	-1.005340827e-12	-3.351136089e-13	8.377840224e-14	
0.000876	-0.1256504772	-0.06853662394	-0.02284554131	0.005711385328	
0.000877	-0.2512215909	-0.1370299587	-0.04567665289	0.01141916322	
0.000878	-0.3766340276	-0.2054367423	-0.06847891412	0.01711972853	
0.000879	-0.5018085743	-0.2737137678	-0.09123792259	0.02280948065	
0.00088	-0.6266661678	-0.3418179097	-0.1139393032	0.02848482581	
0.000881	-0.7511279456	-0.4097061521	-0.1365687174	0.03414217935	
0.000882	-0.8751152949	-0.4773356154	-0.1591118718	0.03977796795	
0.000883	-0.9985499026	-0.5446635832	-0.1815545277	0.04538863194	
0.000884	-1.121353805	-0.6116475299	-0.20388251	0.05097062749	
0.000885	-1.243449436	-0.6782451468	-0.2260817156	0.0565204289	
0.000886	-1.364759678	-0.7444143696	-0.2481381232	0.0620345308	
0.000887	-1.485207908	-0.8101134043	-0.2700378014	0.06750945036	
0.000888	-1.604718049	-0.875300754	-0.291766918	0.0729417295	
0.000889	-1.723214616	-0.939935245	-0.3133117483	0.07832793709	
0.00089	-1.840622763	-1.003976053	-0.3346586843	0.08366467106	
0.000891	-1.956868334	-1.067382728	-0.3557942426	0.08894856064	
0.000892	-2.071877905	-1.130115221	-0.3767050736	0.09417626841	
0.000893	-2.185578833	-1.192133909	-0.3973779697	0.09934449242	
0.000894	-2.297899303	-1.25339962	-0.4177998733	0.1044499683	
0.000895	-2.408768371	-1.313873657	-0.4379578855	0.1094894714	
0.000896	-2.518116008	-1.373517823	-0.4578392742	0.1144598186	
0.000897	-2.62587315	-1.432294445	-0.4774314818	0.1193578704	
0.000898	-2.731971734	-1.4901664	-0.4967221334	0.1241805333	
0.000899	-2.836344746	-1.547097134	-0.5156990447	0.1289247612	
0.0009	-2.938926261	-1.603050688	-0.5343502294	0.1335875573	
0.000901	-3.039651488	-1.657991721	-0.552663907	0.1381659767	
0.000902	-3.138456806	-1.711885531	-0.5706285103	0.1426571276	
0.000903	-3.235279808	-1.764698077	-0.5882326923	0.1470581731	
0.000904	-3.330059337	-1.816396002	-0.605465334	0.1513663335	
0.000905	-3.42273553	-1.866946653	-0.6223155508	0.1555788877	
0.000906	-3.513249849	-1.916318099	-0.6387726998	0.159693175	
0.000907	-3.601545124	-1.964479159	-0.6548263863	0.1637065966	
0.000908	-3.687565587	-2.011399411	-0.6704664703	0.1676166176	
0.000909	-3.771256904	-2.05704922	-0.6856830734	0.1714207683	
0.00091	-3.852566214	-2.101399753	-0.7004665843	0.1751166461	
0.000911	-3.931442161	-2.144422997	-0.7148076656	0.1787019164	
0.000912	-4.007834924	-2.186091777	-0.728697259	0.1821743147	
0.000913	-4.081696254	-2.226379775	-0.7421265916	0.1855316479	
0.000914	-4.152979496	-2.265261543	-0.7550871811	0.1887717953	
0.000915	-4.221639628	-2.302712524	-0.7675708414	0.1918927103	
0.000916	-4.287633281	-2.338709062	-0.7795696874	0.1948924219	
0.000917	-4.350918773	-2.373228422	-0.7910761406	0.1977690352	
0.000918	-4.411456132	-2.406248799	-0.8020829331	0.2005207333	
0.000919	-4.469207121	-2.437749339	-0.8125831129	0.2031457782	
0.00092	-4.524135262	-2.467710143	-0.8225700477	0.2056425119	
0.000921	-4.576205863	-2.496112289	-0.8320374297	0.2080093574	
0.000922	-4.625386034	-2.522937837	-0.8409792789	0.2102448197	
0.000923	-4.671644712	-2.548169843	-0.8493899477	0.2123474869	
0.000924	-4.714952679	-2.571792371	-0.8572641235	0.2143160309	
0.000925	-4.755282581	-2.593790499	-0.864596833	0.2161492082	
0.000926	-4.792608945	-2.614150334	-0.8713834446	0.2178458611	
0.000927	-4.826908194	-2.632859015	-0.8776196717	0.2194049179	
0.000928	-4.858158665	-2.649904726	-0.8833015754	0.2208253938	
0.000929	-4.886340618	-2.665276701	-0.8884255669	0.2221063917	
0.00093	-4.911436254	-2.678965229	-0.8929884098	0.2232471024	
0.000931	-4.933429721	-2.690961666	-0.896987222	0.2242468055	
0.000932	-4.952307128	-2.701258434	-0.9004194779	0.2251048695	
0.000933	-4.968056553	-2.709849029	-0.9032830096	0.2258207524	
0.000934	-4.980668046	-2.716728025	-0.9055760083	0.2263940021	
0.000935	-4.990133642	-2.721891078	-0.9072970258	0.2268242565	
0.000936	-4.996447363	-2.725334925	-0.9084449751	0.2271112438	
0.000937	-4.999605221	-2.727057393	-0.9090191311	0.2272547828	
0.000938	-4.999605221	-2.727057393	-0.9090191311	0.2272547828	
0.000939	-4.996447363	-2.725334925	-0.9084449751	0.2271112438	
0.00094	-4.990133642	-2.721891078	-0.9072970258	0.2268242565	
0.000941	-4.980668046	-2.716728025	-0.9055760083	0.2263940021	
0.000942	-4.968056553	-2.709849029	-0.9032830096	0.2258207524	
0.000943	-4.952307128	-2.701258434	-0.9004194779	0.2251048695	
0.000944	-4.933429721	-2.690961666	-0.896987222	0.2242468055	
0.000945	-4.911436254	-2.678965229	-0.8929884098	0.2232471024	
